OTU,ARMS_SWC_Bjorko1_20200131_20200518_MF100_s1_r1,ARMS_SWC_Bjorko1_20200131_20200518_MF500_s1_r1,ARMS_SWC_Bjorko1_20200131_20200518_SF40_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_MF100_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_MF500_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_SF40_s1_r1,ARMS_SWC_Gbg2_20200206_20200520_MF100_s1_r1,ARMS_SWC_Gbg2_20200206_20200520_MF500_s1_r1,ARMS_SWC_Gbg2_20200206_20200520_SF40_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_MF100_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_MF500_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_SF40_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_MF100_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_MF500_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_SF40_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_MF100_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_SF40_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_MF100_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_MF500_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_SF40_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_MF100_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_MF500_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_SF40_s1_r1,ARMS_SWC_Marstrand1_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand1_20200228_20200527_SF40_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_MF500_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_SF40_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_SF40_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_SF40_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_SF40_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_MF500_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_SF40_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_MF100_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_MF500_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_SF40_s1_r1,Classification,TAXON.NCBI_TAX_ID
ASV_1215:c78740eb595d7d74b465879ec0a8eba925505846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Synurales;Synurophyceae_2;Synurales;Mallomonadaceae;Synura;Synura synuroidea,Synura synuroidea:47573
ASV_1216:c8261a4dfdc73af3a0fb486c65e99218f77619eb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Cymbellales;Gomphonemataceae;Gomphonema;Gomphonema clevei,Gomphonema clevei:1223578
ASV_1217:c85fc59b4a500c6be1d4bc697944b0b3aea4362a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Thalestridae;Rhynchothalestris;Rhynchothalestris helgolandica,Rhynchothalestris helgolandica:2172756
ASV_1218:ce7806552f237ff1fedc4f72da10be56cb223108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens,Sphenophorus incurrens:1403718
ASV_1219:cfcc8b0c792190b5db665a04ae466f8aa9a39414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,Eukaryota;Streptophyta;Chlorokybophyceae;Chlorokybales;Chlorokybaceae;Chlorokybus;Chlorokybus atmophyticus,Chlorokybus atmophyticus:3144
ASV_1220:d2543e7febbc3380ed5986cab07c3bd8f9cc6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Oregoniidae;Pleistacantha;Pleistacantha kannu,Pleistacantha kannu:2320878
ASV_1221:d56563ed2eec384fc53fd095cff82d644becbd27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Cladonematidae;Cladonema;Cladonema pacificum,Cladonema pacificum:499903
ASV_1222:d8092e6a8fd1a2682dc43eca5064a735836f63d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneae;Tetrablemmidae;Tetrablemma;Tetrablemma nandan,Tetrablemma nandan:2212879
ASV_1223:da1749023e9dfdc1fbcbaaac426dd034e05979db,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida_2;Candida blackwelliae,Candida blackwelliae:497110
ASV_1224:dfc24c1901678a7c35a63dd141dcf992458be44c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Eukaryota;Arthropoda;Malacostraca;Decapoda;Alpheidae;Athanas;Athanas nitescens,Athanas nitescens:1129407
ASV_1225:e0ebce391d20e3329e757e78820310b124e25e76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Racotis;Racotis apodosima,Racotis apodosima:2484337
ASV_1226:e17f96dc71f6b368c81b7f5786e1e94841cd00b4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,1,1,0,0,0,0,1,0,5,0,2,2,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Turbinellus;Turbinellus floccosus,Turbinellus floccosus:288723
ASV_1227:e25863b7bac386543b937d1f3a36d48e3e054769,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Graptopsaltria;Graptopsaltria bimaculata,Graptopsaltria bimaculata:2170267
ASV_1228:ec69a4d260e7217e8e091227c9234ef9ae42718c,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Cuneopsis;Cuneopsis capitata,Cuneopsis capitata:2856828
ASV_1229:f1c03b346b20ee61235c0ca6d545bd845c3cd4ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,14,2,2,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula glaciei,Navicula glaciei:335918
ASV_1230:f269ff2f2ca6ab1e9e9262773614953163a3a63f,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Pomatiidae;Wrightudora;Wrightudora garridoiania,Wrightudora garridoiania:1981490
ASV_1231:f3f372f32aaac534ade20cdae93ee4f7f6919e86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Saprolegniales;Oomycota_2;Saprolegniales;Saprolegniaceae;Aphanomyces;Aphanomyces invadans,Aphanomyces invadans:157072
ASV_1232:f4c37eddef7bd701428c3b3e2ff428756675e9fc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,1,0,1,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium,Cylindrotheca closterium:2856
ASV_1233:f8ecaf5c80a501405d395a88666d87b399e028f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia bella,Sarsia bella:2071638
ASV_1234:fbe2c7bf93fdc88820a29ab87507d4162805c072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula pacifica,Chloroparvula pacifica:1883388
ASV_1235:fdbd26cb92dfec25782d611b2552fcacfc5591d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,Eukaryota;Saprolegniales;Oomycota_2;Saprolegniales;Saprolegniaceae;Aphanomyces;Aphanomyces invadans,Aphanomyces invadans:157072
ASV_1236:00735986111c82477e0f7854ec0d582fdf9c0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora bantiana,Cladophialophora bantiana:89940
ASV_1237:00dbbf878542ee432f04fadc166aa9faacbfd65c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Hannaella;Hannaella oryzae,Hannaella oryzae:4979
ASV_1238:0168f6c6755ec0852f2e164b661c70c8cc650e70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Heterolobosea;Acrasidae;Acrasidae;Acrasidae;Acrasis;Acrasis kona,Acrasis kona:1008807
ASV_1239:018d5f0c770d1289fa8dd65305b3273d25a34351,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Nematoda;Chromadorea;Rhabditida;Panagrolaimidae;Panagrellus;Panagrellus redivivus,Panagrellus redivivus:6233
ASV_1240:02482895fd4535e8e6569e512393c626ae2a7b78,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Euchaetidae;Paraeuchaeta;Paraeuchaeta hebes,Paraeuchaeta hebes:874271
ASV_1241:02f8d0c2e63dd744c8d464dfba213a2912b696f9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Scorpiones;Buthidae;Centruroides;Centruroides bani,Centruroides bani:120092
ASV_1242:054b06055f9e44f4f88880e3c56cbdea2744f8ac,0,0,1,0,2,0,0,0,2,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Asterionella;Asterionella formosa,Asterionella formosa:210441
ASV_1243:0696a9f4482fcb0af1834bed2a769144fbcb58fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae;Ulnaria;Ulnaria acus,Ulnaria acus:1436140
ASV_1244:0838e1935a54746d8952940b5b64b4d40b581061,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula ramosissima,Navicula ramosissima:265559
ASV_1245:089a53b82c85fc466e64b6f476bdc668f3e590f0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Argiope;Argiope katherina,Argiope katherina:1538119
ASV_1246:0921232508864b438808f9a2683a3e32b217eced,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,7,1,7,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,Eukaryota;Anisolpidiales;Oomycota_11;Anisolpidiales;Anisolpidiaceae;Anisolpidium;Anisolpidium ectocarpii,Anisolpidium ectocarpii:1663100
ASV_1247:09499cff2b00caa2e0d1a8b09be29aa7acfbf5d2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Gorgonocephalidae;Asteroporpa;Asteroporpa hadracantha,Asteroporpa hadracantha:941128
ASV_1248:0ba1bac6c93b1ddcb9bfa67bf5e6afe1508bca5b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;Dimeregramma;Dimeregramma acutum,Dimeregramma acutum:1453365
ASV_1249:0cad913040d5a6a52304866b70f12ecdc8038e78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladia;Pterocladia robusta,Pterocladia robusta:1911547
ASV_1250:0d76fd156a3886be1c14e125431b1d2b3867bff9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona pigmentifera,Haliclona pigmentifera:608327
ASV_1251:0e6975498b3be8ecabc3def1fa116d205c68514b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Heterolobosea;Acrasidae;Acrasidae;Acrasidae;Acrasis;Acrasis kona,Acrasis kona:1008807
ASV_1252:0ea799cd979169e5f19a6a126be10a81f26c3260,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Olpidiopsidales;Oomycota_13;Olpidiopsidales;Olpidiopsidaceae;Olpidiopsis;Olpidiopsis feldmanni,Olpidiopsis feldmanni:1638924
ASV_1253:0fe69a55c92a9ba55f0c41b79926a649bf078c60,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia subanglica,Pinnularia subanglica:1089236
ASV_1254:0ff49a08f7578cd07232f483b8531619ca72b5c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Streptophyta;Magnoliopsida;Geraniales;Geraniaceae;Pelargonium;Pelargonium citronellum,Pelargonium citronellum:73188
ASV_1255:10e3ebf02869201ad146f56fe6cee2b96a82bdf5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Platyhelminthes;Trematoda;Plagiorchiida;Fasciolidae;Fasciola;Fasciola jacksoni,Fasciola jacksoni:465907
ASV_1256:10ee4c2c75ba7bd8c23215e8acd3c7bee815da00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Plocamiales;Plocamiaceae;Plocamiocolax;Plocamiocolax pulvinata,Plocamiocolax pulvinata:35206
ASV_1257:11aac494502050eb2c279256138486f875a92de6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,Eukaryota;Mollusca;Bivalvia;Limoida;Limidae;Lima;Lima fujitai,Lima fujitai:182715
ASV_1258:11e29971b31e323ab24ec08f9ed1448c0ede4d7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Telmatogeton;Telmatogeton japonicus,Telmatogeton japonicus:880171
ASV_1259:152647f97222406a8dad903008ba7893c45f0610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula japonica,Chloroparvula japonica:1411623
ASV_1260:15f6f33fbca69bbf2d729d6244bfae65dc79ab6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Arthroderma;Arthroderma uncinatum,Arthroderma uncinatum:74035
ASV_1261:1788c788e1abc4399aff558e34e5ff8edc2b54a1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Fucales;Phaeophyceae_5;Fucales;Fucaceae;Xiphophora;Xiphophora chondrophylla,Xiphophora chondrophylla:87161
ASV_1262:185747c87f1ff42a9d65b6bbb4fdc26b9249ff6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Eukaryota;Tsukubamonadida;Tsukubamonadida;Tsukubamonadida;Tsukubamonadidae;Tsukubamonas;Tsukubamonas globosa,Tsukubamonas globosa:875863
ASV_1263:1b6970d1296935a3fde09ef1e2cc4c08c98f4ec0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadellidae;Cofana;Cofana yasumatsui,Cofana yasumatsui:2741154
ASV_1264:1ca6bac16f9c68a29996037e40c3f7fbb0381d63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum brightwellii,Ditylum brightwellii:49249
ASV_1265:1ccdea101a3a05636662d8759341c14907846f0e,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;Yarrowia phangngaensis,Yarrowia phangngaensis:444778
ASV_1266:1d468346292c28bcd6ac00932b78c95c070e767c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Amphibia;Caudata;Plethodontidae;Pseudoeurycea;Pseudoeurycea firscheini,Pseudoeurycea firscheini:388883
ASV_1267:1db69a6f219aedef467de83148d47180936f079b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens,Sphenophorus incurrens:1403718
ASV_1268:1dd25efc4447e0526d9d30b5cbb7fb1ef8de8965,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora obesa,Sellaphora obesa:908343
ASV_1269:1ebadb608b9d902862e2436ae424e7cd7b96e23e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Parabrotulidae;Parabrotula;Parabrotula tanseimaru,Parabrotula tanseimaru:1522435
ASV_1270:1f026e55a45aff0d4253a944fc03f9fa460edb17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Eunotiales;Eunotiaceae;Eunotia;Eunotia naegelii,Eunotia naegelii:1458866
ASV_1271:205b5eb1f223f261bb927b2383814aecde3404d0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia slooffiae,Malassezia slooffiae:76776
ASV_1272:211f2207376050fed2d4b9a914d142e784f4f1ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Osmundaria;Osmundaria fimbriata,Osmundaria fimbriata:228265
ASV_1273:2153417c7eb0423af28f970b6ac6d3b70e479f55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Calycomyza;Calycomyza hyptidis,Calycomyza hyptidis:414322
ASV_1274:223e3403b3366b409b4d42c56cd0e41a7d7e54f1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,Eukaryota;Synurales;Synurophyceae_2;Synurales;Mallomonadaceae;Synura;Synura synuroidea,Synura synuroidea:47573
ASV_1275:2289b41f219516e23884c0ec1d611e14e7a7bbf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Haslea;Haslea pseudostrearia,Haslea pseudostrearia:197756
ASV_1276:270e640dbbc5c158c93cb2284adc15308a13b44a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Caloglossa;Caloglossa beccarii,Caloglossa beccarii:131038
